movie_id,title,tags
24438,Did You Hear About the Morgans?,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program. Comedy witnessprotection comedy duringcreditsstinger HughGrant SarahJessicaParker MarySteenburgen SamElliott NataliaKlimas KimShaw VincenzoAmato JesseLiebman ElisabethMoss MichaelKelly SethGilliam SándorTécsy KevinBrown StevenBoyer SharonWilkins ChristopherAtwood MarcLawrence"
116741,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s. Comedy jobinterview lossofjob intern referencetogoogle newjob laidoff transamericapyramid OwenWilson VinceVaughn RoseByrne MaxMinghella AasifMandvi JoshBrener DylanO'Brien TiyaSircar TobitRaphael JoshGad JessicaSzohr RobRiggle EricAndré HarveyGuillen GaryAnthonyWilliams BrunoAmato JoAnnaGarcia AnnaEnger B.J.Novak KarenCeesay AshleeHeath Linda'Lil'Johnston WillFerrell JohnGoodman JillJaneClements SeanGoulding BrianF.Durkin SophieLevy CharlieLevy ValynHall JarionMonroe FelTengonciang DorisMorgado MollyBrady JodySmith'TheSupertrainer' TiaraRamos WellsChen RodolfoCBarrios LauraAvnaim DuRaBrown MiracoleBurns BrianCastellanos CabranE.Chamberlain RickyCornett MickeyColeJr. MargieCox GregCrews ThomasDalby CoreyD.Dargan NickDeKay PatrickEngler AmFong BentleyGates JohnT.Ford ClaudiaGates TinaGilton ChristianGuiton DanielHowat JohnLobato MichaelD.Layden LianaLoggins LuckyMangione CooperMcKay JulieMayo KristinaMickel KenMelde MosesJ.Moseley KacieJoMartaNickles CamiloKemOlmeda JohnOrantes WaynePacker StarPhyfe DanielPartenie KellyV.Reid JoelRogers JoshuaReid-Davis MitchellSchwartz MollyShaiken NataliaSmith CurryStone KristopherThiab JakeTompkins BilanWalker MatthewWang JamesWatlington JeanWhalen CallanWilson NickolasWolf CalebWoods BradyMoralesWoolery JacquelineMarieZwick AndrewBlazensky ZaneStephens TylerBilyeu HunterClowdus JekynsPelaez DeanBalkwill TessLevy CliftonGuterman ChastyBallesteros HeatherRaeYoung ChutiTiu MarthaB.Knighton GusWilliams SergeyBrin TroyFaruk CarlMarino ChristopherMarrone NkechiOkoro VanessaRoss EtienneVick MillieWannamaker JohnMichaelWeatherly StevenWiig LisaWu JimmyO.Yang MichaelJ.Walker ShawnLevy
35791,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap. Action Adventure Horror ScienceFiction post-apocalyptic dystopia undead biohazard evilcorporation residentevil zombie basedonvideogame duringcreditsstinger 3d MillaJovovich WentworthMiller AliLarter KimCoates KaceyClarke ShawnRoberts SergioPeris-Mencheta BorisKodjoe SiennaGuillory SpencerLocke NormanYeung RayOlubowale ChristopherKano TatsuyaGoke FulvioCecere PaulW.S.Anderson"
72431,Red Tails,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II. Drama Action Adventure History War worldwarii fighterpilot fighterplane BryanCranston DavidOyelowo CubaGoodingJr. DanielaRuah TerrenceHoward AndreRoyo RobertKazinsky LeeTergesen MatthewLeitch MichaelB.Jordan MethodMan GeraldMcRaney MatthewMarsh BarnabyKay ChrisRiedell LeslieOdomJr. AnthonyHemingway"
1813,The Devil's Advocate,"A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself. Drama Horror Mystery Thriller childabuse southernusa obsession subway nudity bible seduction hallucination ambition devil'sson marriagecrisis pactwiththedevil crookedlawyer evilspirit satan religion lust courtroom temptation lawfirm manhattan,newyorkcity sevendeadlysins ethics gainesvilleflorida KeanuReeves AlPacino CharlizeTheron JeffreyJones JudithIvey ConnieNielsen CraigT.Nelson TamaraTunie RubenSantiago-Hudson DebraMonk VytoRuginis LauraHarrington PamelaGray GeorgeWyner ChrisBauer ConnieEmbesi JonathanCavallary HeatherMatarazzo MurphyGuyer LeoBurmester BillMoor NealJones EddieAldridge MarkDeakins RonyClanton GeorgeO.GoreII AlanManson BrianPoteat DanielOreskes KimChan CapriceBenedetti DonKing RayGarvey RoccoMusacchia SusanKellermann JamesSaito HarshNayyar MohammedGhaffari NickiCochrane FenjaKlaus GinoLucci NovellaNelson VincentLaresca BennyNieves FranciLeary MonicaKeena GloriaLynneHenry TaylorHackford"
87428,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding. Comedy deadbeatdad cheatingfiancée teacherstudentsex brothersisterincest AdamSandler SusanSarandon EvaAmurriMartino LeightonMeester AndySamberg DanPatrick JamesCaan VanillaIce ToddBridges WillForte RachelDratch MiloVentimiglia BlakeClark MeagenFay TonyOrlando Ciara PeggyStewart NickSwardson Luenell AnaGasteyer JustinWeaver JuliaLeaWolov RebeccaMarshall CarrieWiita AbigailKlein SadieSandler SunnySandler ColinQuinn SeanAnders"
8840,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well. Fantasy magic kingdom despot immortality village forest army horror partner revenge knight battle medieval dragonheart DennisQuaid DavidThewlis PetePostlethwaite DinaMeyer JulieChristie SeanConnery JohnGielgud LeeOakes BrianThompson JasonIsaacs WolfChristian TerryO'Neill EvaVejmělková MilanBahúl PeterHric SandraKovacicova KyleCohen ThomBaker RobCohen"
10589,After the Sunset,"Two master thieves (Brosnan and Hayek) are finally retiring after one last succesful mission. Residing in their own tropical paradise, their old nemesis, FBI Agent Stan P. Lloyd shows up to make sure they really are retired. Docked in the port is an ocean liner called the ""Diamond Cruise"" and Stan is convinced that they're not really retired at all, and that this is the next set up. Action Comedy Crime Drama bahamas masterthief crookcouple PierceBrosnan SalmaHayek WoodyHarrelson TroyGarity RussellHornsby RexLinn MichaelBowen MarkMoses ChrisPenn ObbaBabatundé GianniRusso DonCheadle NaomieHarris AndrewFiscella KarlMalone ShaquilleO'Neal GaryPayton MykeltiWilliamson AlanDale RobertCurtisBrown JeffGarlin KateWalsh TomMcGowan RachaelHarris LisaThornhill JoelMcKinnonMiller ShakaraLedard AudreyQuock GillianVigman DavidReivers KamalMarayati NoémieLenoir OmahyraMota OluchiOnweagba TonyLedard BrettRatner"
71676,Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end. Action Fantasy Thriller monk easterneurope skeleton biker marvelcomic superhero motorcycle devil darkhero ghostrider NicolasCage CiaránHinds ViolantePlacido FergusRiordan JohnnyWhitworth ChristopherLambert IdrisElba AnthonyStewartHead SpencerWilding JacekKoman VincentRegan BrianTaylor"
1722,Captain Corelli's Mandolin,"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff. Drama History Romance officer greekisland mandolin italiansoldier resistancefighter greekhistory italianarmy alliedforces NicolasCage PenélopeCruz JohnHurt ChristianBale IrenePapas GerasimosSkiadaressis AspasiaKralli MihalisGiannatos DimitrisKaberidis PietroSarubbi VikiMaragaki DavidMorrissey PatrickMalahide JohnMadden"
10022,The Pacifier,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house. Action Comedy Drama Family Thriller bodybuilder children bodyguard scientist family u.s.soldier deathofhusband malenanny VinDiesel LaurenGraham FaithFord ChrisPotter BrittanySnow MorganYork MaxThieriot BradGarrett CarolKane TateDonovan ScottThompson DenisAkiyama Mung-LingTsui AnneFletcher AllisonLynn GabrielAntonacci MaryPitt DanSutcliffe VanessaCobham JordanAllison RachaelDolan CharlotteSzivak ToyaAlexis ValerieBoyle KarlaJang SilverKim RobertYeretch ScottHurst ChristieAllaire StephanieAllaire AmyAllicock HelenaChow JoellaCrichton LauraJeanes RebeccaPriestley TarynAsh CatherineBurdon ShaneCardwell TommyChang AlexanderConti DavidLipper TigFong MariaGeorgas NikkiShah JordanTodosey EmiYaguchi-Chow DemetriusJoyette ChristopherLortie SotiriGeorgas StevenGeorgas GannonRacki SethHoward MarcusHutchings DavidSparrow EvelynKaye ChristianLaurin JohnMacDonald BillyOliver CurtisParker MattPurdy JeanPearson KyleSchmid RobertThomas MichaelQuintero CameronHickox CadeCourtley CassiusWillis JeffPodgurski F.ValentinoMorales HankAmos CharlesHaugk ScottReiff DarrylDinn ChristopherGiroux LiamMcGuckian AdamShankman AdamShankman
11358,Walking Tall,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house. Adventure Drama Action Thriller casino sheriff home violence specialforces exsoldier DwayneJohnson JohnnyKnoxville NealMcDonough KristenWilson CobieSmulders MichaelBowen AshleyScott JohnBeasley BarbaraTarbuck KhleoThomas KevinDurand AndrewTarbet PatrickGallagher JohnStewart EricBreker RyanRobbins MichaelAdamthwaite DarcyLaurie FredKeating BenCardinal KettTurton TerenceKelly TomScholte MarkHoughton JamesAshcroft EricKeenleyside AaronDouglas MichaelSoltis AprilTelek SandraSteier BenCotton ChelsieAmberMcEachnie KajaGjesdal MelodyCherpaw AlanaDrozduke SandraHigueras TyOlsson AnaMirkovic DavidPurvis BeverleyElliott RitaEdwards SarahSmith DouglasSheridan KatinaRobillard JacquelineStewart ArtineBrown Sandra-JessicaCouturier MikeDopud LeviWoods KevinBray"
13,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability. Comedy Drama Romance vietnamveteran hippie mentallydisabled running basedonnovel vietnam vietnamwar friendship love familyrelationships bully mothersonrelationship military hugging shrimping woundedsoldier flashback parkbench amputee TomHanks RobinWright GarySinise MykeltiWilliamson SallyField MichaelConnerHumphreys HannaHall HaleyJoelOsment SiobhanFallon AfemoOmilami PeterDobson SonnyShroyer GeorgeKelly SamAnderson MargoMoorer ChristopherJones KevinMangan BrettRice DanielC.Striepeke DavidBrisbin KirkWard MarlenaSmalls KittyK.Green MarkMatheisen AlHarrington JedGillin DonFischer MattWallace MikeJolly MichaelKemmerling JohnVoldstad DanielJ.Gillooly MichaelBurgess StevenGriffith MichaelMcFall MichaelMcFall ByronMinns StephenBridgewater JohnWilliamGalt IsabelRose RichardD'Alessandro MichaelJace GeoffreyBlake VanessaRoth DickCavett TiffanySalerno TiffanySalerno JoeAlaskey LazarusJackson LazarusJackson NoraDunfee HallieD'Amore MichaelMattison CharlesBoswell TimothyMcNeil BobPenny GregBrown TroyChristian BryanHanna ZachHanner AaronMichaelLacey JacquelineLovell BrendanShanahan WilliamShipman RobbSkyler MaryEllenTrainor RobertZemeckis"
6477,Alvin and the Chipmunks,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore. Comedy Music Family Fantasy Animation pop popstar recordproducer surprise approach forest music concert friendship performance chipmunk talkinganimal songwriter talkingtoanimals duringcreditsstinger JasonLee DavidCross CameronRichardson JaneLynch JustinLong MatthewGrayGubler JesseMcCartney VeronicaAlicino AllisonKarman TiaraParker KiraVerrastro BethRiesgraf AdrianeLenox DonTiffany FrankMaharajh KevinSymons TimHill"
1597,Meet the Parents,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze. Comedy Romance cia airport cat jew orderly airplane father-in-law epistaxis daughter lostbaggage urn pavilion volleyball hospital wedding BenStiller RobertDeNiro TeriPolo BlytheDanner OwenWilson NicoleDeHuff JonAbrahams JamesRebhorn TomMcCarthy PhyllisGeorge KaliRocha BernieSheredy JudahFriedlander PeterBartlett JohnElsen MarkHammer AmyHohn WilliamSevers JohnFiore JayRoach"
10530,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith. Adventure Animation Drama Family cultureclash settler forbiddenlove colony musical goldrush princess romance nativeamerican animation virginia starcrossedlovers referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetree indianchief basedonfolktale 17thcentury shamanism songs indiansvs.settlers animalsidekick powhatan landclaim IreneBedard MelGibson DavidOgdenStiers JohnKassir RussellMeans ChristianBale JudyKuhn LindaHunt DannyMann BillyConnolly JoeBaker FrankWelker MichelleSt.John JamesApaumutFall GordonTootoosis JimCummings MikeGabriel"
1924,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane − who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world. Action Adventure Fantasy ScienceFiction savingtheworld journalist dccomics crimefighter nuclearmissile galaxy superhero basedoncomicbook criminal sabotage northpole midwest kryptonite superpowers superhumanstrength aftercreditsstinger savetheday ChristopherReeve MarlonBrando MargotKidder GeneHackman NedBeatty JackieCooper GlennFord TrevorHoward JackO'Halloran ValeriePerrine MariaSchell TerenceStamp PhyllisThaxter SusannahYork JeffEast MarcMcClure SarahDouglas HarryAndrews VassAnderson JohnHollis JamesGarbutt MichaelGover DavidNeal PenelopeLee JohnStuart AlanCullen LeeQuigley AaronSmolinski DianeSherryCase JeffAtcheson BradFlock DavidPetrou BillyJ.Mitchell RobertHenderson LarryLamb JamesBrockington JohnCassady JohnF.Parker HarryScott RayEvans SuShifrin MiquelBrown VincentMarzello BenjaminFeitelson LiseHilboldt LeueenWilloughby JillIngham PieterStuyck RexReed WestonGavin SteveKahan RayHassett RandyJurgensen MattRusso ColinSkeaping BoRucker PaulAvery DavidBaxt GeorgeHarrisII MichaelHarrigan JohnCording RaymondThompson OzClarke RexEverhart JayneTottman FrankLazarus BrianProtheroe LawrenceTrimble RobertWhelan DavidCalder NorwichDuff KeithAlexander MichaelEnsign LarryHagman PaulTuerpe GrahamMcPherson DavidYorston RobertO'Neill RobertMacLeod JohnRatzenberger AlanTilvern PhilBrown BillBailey BurnellTucker ChiefTugSmith NormanWarwick ChuckJulian ColinEtherington MarkWynter RoyStevens NoelNeill WilliamRussell RichardDonner"
9327,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan. Fantasy Comedy Romance ScienceFiction overweight overweightman duringcreditsstinger EddieMurphy JadaPinkettSmith JamesCoburn LarryMiller DaveChappelle JohnAles PatriciaWilson JamalMixon NicholeMcAuley HamiltonvonWatts ChaoLiChi TonyCarlin QuinnDuffy MontellJordan DougWilliams DavidRamsey ChazLamarShepherd LisaHalpern ArthurTovey LisaBoyle AthenaMassey TomShadyac"
8488,Hitch,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships. Comedy Drama Romance speeddate romanticcomedy dating WillSmith EvaMendes KevinJames AmberValletta JulieAnnEmery AdamArkin RobinneLee RyanCross MichaelRapaport JeffreyDonovan AtoEssandoh NathanLeeGraham PaulaPatton PhilipBosco NaviaNguyen MattMalloy BeauSia AndyTennant"
10603,George of the Jungle,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA. Adventure Comedy Family Romance africa sanfrancisco gorilla lion feralchild jungle BrendanFraser LeslieMann ThomasHadenChurch JohnCleese RichardRoundtree AbrahamBenrubi HollandTaylor JohnBennettPerry GregCruttwell KellyMiller MichaelChinyamurindi AbdoulayeN'Gom LydellM.Cheshier KeithScott SpencerGarrett JonPennell LaurenBowles AftonSmith SamanthaHarris HansSchoeber AlexanderDenk Sven-OleThorsen RodneyLouisJohnson PeterF.Giddings TerilynJoe MichelCamus ValeriePerri CarrieZanoline GarrettGriffin HarveCook RichardElfman DeniseHolland AnneFletcher KristieCapozzoli SalVassalo MelanieGage AurorahAllain DianeMizota LisaRatzin JoieShettler SharonFerrol-Young TaraNicoleHughes RobinTasha-Ford MargoBlas JakeGentry TimGlenn JewelMcDonald BobQuinn MaryAnnSchmidt SamWeisman"
8273,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear. Comedy Romance handcuffs sistersisterrelationship spanner blowjob stagnight wedding JasonBiggs AlysonHannigan SeannWilliamScott EddieKayeThomas ThomasIanNicholas JanuaryJones EugeneLevy MollyCheek DeborahRush FredWillard AngelaPaton JohnCho JustinIsfeld JenniferCoolidge WillamBelli JesseDylan"
109424,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years. Action Drama Thriller ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargoship shipcaptain shiphijacking somali commandounit TomHanks CatherineKeener MaxMartini ChrisMulkey YulVazquez CoreyJohnson DavidWarshofsky JohnMagaro MichaelChernus BarkhadAbdi FaysalAhmed BarkhadAbdirahman MahatM.Ali AngusMacInnes SanShella AmrEl-Bayoumi AzeezMohammed PaulGreengrass"
35056,Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves – and now a number of unsavoury characters want Phil and Claire killed. Comedy date corruption taxi expensiverestaurant wifehusbandrelationship gun boat taxidriver document restaurant roof marriedcouple politician stripper shooting thief carcrash stealing mistakenidentity policecorruption aftercreditsstinger duringcreditsstinger TinaFey SteveCarell MarkWahlberg TarajiP.Henson JimmiSimpson WilliamFichtner LeightonMeester KristenWiig JamesFranco MilaKunis MarkRuffalo OliviaMunn Common GalGadot JonBernthal LaurenWeedman J.B.Smoove BillBurr JonathanMorganHeit SavannahPaigeRae NickKroll JayeRazor Will.i.am GillianVigman AriGraynor JahnelCurfman StellaAngelova StaceyScowley KatieGill ShawnLevy"
8839,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away. Fantasy Comedy Family halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren ChristinaRicci BillPullman CathyMoriarty EricIdle JoeNipote JoeAlaskey BradGarrett GaretteRatliffHenson JessicaWesson AmyBrenneman MalachiPearson ChaunceyLeopardi SpencerVrooman BenStein DonNovello FredRogers TerryMurphy ErnestineMercer DougBruckner JohnKassir WesleyThompson MichaelDubrow J.J.Anderson JessHarnell MichaelMcCarty MicahWinkelspecht MikeSimmrin DevonSawa DanAykroyd RodneyDangerfield ClintEastwood MelGibson EliseMain TonyStef'Ano BradSilberling"
156022,The Equalizer,"In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer. Thriller Action Crime corruption assassin hostage fbi hitman russian securitycamera sadism vigilante sociopath revenge suspense organizedcrime gore gangster violence teenageprostitute commando interrogation surveillance exsoldier fakeddeath loner callgirl blackops handtohandcombat mysteriouspast DenzelWashington MartonCsokas ChloëGraceMoretz DavidHarbour HaleyBennett BillPullman MelissaLeo DavidMeunier JohnnySkourtis AlexVeadov VladimirKulich E.RogerMitchell JamesWilcox MikeO'Dea AnastasiaSanidopoulosMousis AndrewFarazi AllenMaldonado MattLasky VitaliyShtabnoy TimothyJohnSmith RobertWahlberg RhetKidd MikeMorrell ShawnFitzgibbon OwenBurke LuzMerySanchez JohnRomualdi JohnnyMessner PatrickCoppola WilliamXifaras JennyJohnson PeterHaydu TaitFletcher MarkStefanich DanBilzerian MattLeonard SalaBaker YanDron AntoineFuqua"
7303,Maid in Manhattan,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after? Comedy Drama Romance hotel politician mistakenidentity maid classdifferences singlemother publicrelations maiduniform hotelclerk wealthdifferences JenniferLopez RalphFiennes NatashaRichardson StanleyTucci TylerPosey FrancesConroy ChrisEigeman MarissaMatrone AmySedaris PriscillaLopez BobHoskins LisaRobertsGillan MaddieCorman SharonWilkins JayneHoudyshell MarilynTorres LouFerguson DiQuon WayneWang"
8963,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so. Action Thriller Drama submarine mutiny russia missile nuclearmissile embassy u.s.navy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar DenzelWashington GeneHackman MattCraven GeorgeDzundza ViggoMortensen JamesGandolfini RockyCarroll JaimeGomez MichaelMilhoan ScottBurkholder DannyNucci LilloBrancato EricBruskotter RickySchroder SteveZahn MarcelloThedford RyanPhillippe ScottGrimes TonyScott"
1402,The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him, he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son, he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices. Drama sanfrancisco singleparent homelessperson bus worker homelessness work churchservice badluck biography salesman stockbroker WillSmith JadenSmith ThandieNewton BrianHowe JamesKaren KurtFuller DanCastellaneta JoeNunez DavidFine TakayoFischer KevinWest GeorgeCheung GeoffCallan ScottKlace RashidaClendening PeterFitzsimmons MauriceSherbanee ZuhairHaddad VictorRaider-Wexler MarkChristopherLawrence GeorgeMaguire AdamDelRio RuebenGrundy MingLo StuKlitsner EstherScott CecilWilliams AmirTalai MikeGaribaldi JasonFrazier DavidHaines BobGreene RobertAnthonyPeters CathyFithian KeithStevenson KarenKahn MartinAndris YeenaFisher PhilAustin KennySantiagoMarrero DavidPearl RickCamp BradCarr CabranE.Chamberlain BenFritz AdamWang ZacharyCulbertson BrendanKruse AustinScott GabrieleMuccino"
9315,Flightplan,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane. Thriller Drama Mystery berlin lossoffather airplane baby-snatching JodieFoster PeterSarsgaard SeanBean KateBeahan MichaelIrby AssafCohen ErikaChristensen ShaneEdelman MaryGallagher HaleyRamm ForrestLandis JanaKolesarova BrentSexton MarleneLawston JudithScott RobertSchwentke"
8984,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life. Drama Thriller Crime Mystery Romance employee workplace sexualharassment intrigue MichaelDouglas DemiMoore DonaldSutherland DylanBaker JacquelineKim RomaMaffia CarolineGoodall RosemaryForsyth DennisMiller SuziePlakson NicholasSadler DonalLogue BarryLevinson"
795,City of Angels,"When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth. Drama Fantasy Romance suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance NicolasCage MegRyan AndreBraugher DennisFranz ColmFeore RobinBartlett JoannaMerlin SarahDampf RhondaDotson NigelGibbs JohnPutch LauriJohnson ChristianAubert JayPatterson ShishirKurup BrianMarkinson BradSilberling"
24,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last. Action Crime japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation UmaThurman LucyLiu VivicaA.Fox DarylHannah DavidCarradine MichaelMadsen JulieDreyfus ChiakiKuriyama SonnyChiba GordonLiuChia-Hui MichaelParks MichaelBowen JunKunimura KenjiOhba YukiKazamatsuri JamesParks SakichiSatô JonathanLoughran YoshiyukiMorishita TetsuroShimaguchi KazukiKitamura YôjiTanaka SôYamanaka JulieManase AkajiMaro GoroDaimon ShunSugata ZhangJinZhan HuXiaohui AmbrosiaKelley SachikoFujii ShuLanTuan AiMaeda NaomiKusumi HikaruMidorikawa IsseiTakahashi QuentinTarantino"
11353,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture. Comedy filmproducer filmdirector moviestudio hollywood filmmaking movieactress SteveMartin EddieMurphy HeatherGraham ChristineBaranski JamieKennedy AdamAlexi-Malle KohlSudduth BarryNewman TerenceStamp RobertDowneyJr. AlejandroPatino AlfredDeContreras RamiroFabian JohnnySanchez ClaudeBrooks KevinScannell JohnProsky MichaelDempsey WalterPowell PhillLewis MarisolNichols NathanAnderson BroganRoche JohnCho LloydBerman ZaidFarid AaronBrumfield KevinGrevioux KimbleJemison AlexCraigMann LauraGrady ReamyHall MichelleBoehle KimberlyBaum MeganDenton JanetJaeger HopeWood AddieYungmee AndreaToste CarlKocis TigerMendez SteveJ.Termath AlanOliney FrankOz"
